,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Unnamed: 27,Arena,Attend.,Attend./G,Year
0,1.0,Los Angeles Lakers*,29.2,67.0,15.0,64,18,8.55,-0.14,8.41,107.3,98.2,9.1,93.3,0.346,0.153,0.525,,0.484,12.7,30.6,0.241,,0.443,13.4,73.1,0.222,,STAPLES Center,771420,18815,2000
1,2.0,Portland Trail Blazers*,29.6,59.0,23.0,59,23,6.4,-0.04,6.36,107.9,100.8,7.1,89.9,0.316,0.175,0.546,,0.501,14.5,30.3,0.24,,0.461,13.8,72.4,0.217,,Rose Garden Arena,835078,20368,2000
2,3.0,San Antonio Spurs*,30.9,53.0,29.0,58,24,5.94,-0.02,5.92,105.0,98.6,6.4,90.8,0.346,0.138,0.535,,0.488,14.3,27.8,0.258,,0.451,13.5,73.0,0.188,,Alamodome,884450,21694,2000
3,4.0,Phoenix Suns*,28.6,53.0,29.0,56,26,5.22,0.02,5.24,104.6,99.0,5.6,94.0,0.286,0.184,0.532,,0.491,15.2,29.3,0.217,,0.454,15.7,70.5,0.245,,America West Arena,773115,18856,2000
4,5.0,Utah Jazz*,31.5,55.0,27.0,54,28,4.46,0.05,4.52,107.3,102.3,5.0,89.6,0.337,0.134,0.54,,0.49,14.3,29.5,0.26,,0.477,15.0,73.2,0.256,,Delta Center,801268,19543,2000
5,6.0,Indiana Pacers*,30.4,56.0,26.0,54,28,4.6,-0.45,4.15,108.5,103.6,4.9,93.1,0.302,0.224,0.552,,0.503,13.3,24.9,0.245,,0.469,12.6,71.5,0.197,,Conseco Fieldhouse,752145,18345,2000
6,7.0,Miami Heat*,29.2,52.0,30.0,50,32,3.11,-0.36,2.75,104.5,101.0,3.5,89.7,0.283,0.186,0.533,,0.495,14.5,28.2,0.208,,0.453,13.3,72.9,0.229,,AmericanAirlines Arena,706725,18374,2000
7,8.0,Sacramento Kings*,27.5,44.0,38.0,49,33,2.91,0.12,3.04,105.0,102.1,2.9,99.3,0.277,0.227,0.526,,0.486,13.9,27.7,0.209,,0.479,15.1,69.7,0.198,,ARCO Arena (II),720033,17562,2000
8,9.0,Charlotte Hornets*,28.7,49.0,33.0,49,33,2.67,-0.34,2.33,104.3,101.4,2.9,93.9,0.376,0.153,0.53,,0.475,13.7,25.7,0.285,,0.478,14.6,73.2,0.198,,Charlotte Coliseum,732827,17874,2000
9,10.0,Minnesota Timberwolves*,26.6,50.0,32.0,48,34,2.52,0.14,2.67,106.1,103.4,2.7,91.8,0.256,0.104,0.525,,0.485,12.9,29.4,0.2,,0.474,14.0,73.0,0.25,,Target Center,690012,16830,2000
10,11.0,New York Knicks*,29.5,50.0,32.0,46,36,1.46,-0.16,1.3,102.5,100.9,1.6,89.2,0.283,0.147,0.527,,0.482,14.4,24.7,0.221,,0.455,13.6,73.1,0.251,,Madison Square Garden (IV),810103,19763,2000
11,12.0,Detroit Pistons*,28.3,42.0,40.0,45,37,1.44,-0.31,1.13,107.3,105.8,1.5,95.7,0.378,0.184,0.548,,0.492,14.3,26.8,0.295,,0.499,15.4,71.6,0.249,,The Palace of Auburn Hills,678470,16548,2000
12,13.0,Philadelphia 76ers*,27.1,49.0,33.0,45,37,1.34,-0.32,1.02,101.5,100.0,1.5,92.7,0.329,0.095,0.501,,0.457,14.2,31.4,0.233,,0.466,16.2,69.9,0.229,,First Union Center,756956,18462,2000
13,14.0,Seattle SuperSonics*,28.5,45.0,37.0,44,38,0.95,0.22,1.17,105.6,104.6,1.0,93.4,0.282,0.232,0.52,,0.487,12.9,28.5,0.196,,0.483,14.0,69.6,0.193,,KeyArena at Seattle Center,615730,15018,2000
14,15.0,Orlando Magic,26.3,41.0,41.0,43,39,0.68,-0.26,0.43,102.4,101.7,0.7,97.3,0.305,0.124,0.516,,0.473,15.4,31.6,0.224,,0.476,15.9,69.9,0.226,,TD Waterhouse Centre,576409,14059,2000
15,16.0,Milwaukee Bucks*,28.2,42.0,40.0,42,40,0.22,-0.28,-0.06,108.2,107.9,0.3,92.7,0.29,0.157,0.539,,0.494,13.8,30.0,0.228,,0.496,14.6,69.6,0.254,,Bradley Center,628605,15332,2000
16,17.0,Toronto Raptors*,29.3,45.0,37.0,41,41,-0.16,-0.3,-0.46,104.7,104.9,-0.2,92.5,0.3,0.17,0.511,,0.464,12.7,30.1,0.23,,0.48,14.2,71.8,0.247,,Air Canada Centre,756496,18451,2000
17,18.0,Dallas Mavericks,26.3,40.0,42.0,39,43,-0.57,0.29,-0.29,106.6,107.2,-0.6,94.9,0.248,0.188,0.532,,0.49,12.6,25.5,0.2,,0.488,14.2,66.1,0.21,,Reunion Arena,606177,14785,2000
18,19.0,Boston Celtics,25.4,35.0,47.0,39,43,-0.76,-0.24,-1.0,104.8,105.6,-0.8,94.6,0.316,0.183,0.52,,0.474,13.8,30.4,0.236,,0.498,15.8,73.8,0.306,,FleetCenter,683608,16673,2000
19,20.0,Houston Rockets,26.3,34.0,48.0,39,43,-0.87,0.3,-0.57,104.8,105.7,-0.9,94.2,0.322,0.244,0.536,,0.494,15.8,29.1,0.236,,0.481,12.5,71.6,0.201,,Compaq Center,624594,15234,2000
20,21.0,New Jersey Nets,27.3,31.0,51.0,38,44,-1.04,-0.15,-1.18,105.1,106.3,-1.2,92.5,0.297,0.2,0.517,,0.468,12.6,28.1,0.233,,0.491,15.2,67.2,0.223,,Continental Airlines Arena,643631,15698,2000
21,22.0,Denver Nuggets,25.9,35.0,47.0,35,47,-2.12,0.36,-1.76,103.5,105.8,-2.3,94.7,0.306,0.202,0.517,,0.476,14.0,29.2,0.222,,0.479,13.0,71.6,0.235,,Pepsi Center,637698,15554,2000
22,23.0,Washington Wizards,28.0,29.0,53.0,32,50,-3.28,-0.19,-3.47,103.5,107.0,-3.5,92.7,0.315,0.133,0.521,,0.476,14.8,30.6,0.234,,0.489,13.9,71.7,0.273,,MCI Center,616593,15039,2000
23,24.0,Cleveland Cavaliers,27.2,32.0,50.0,31,51,-3.5,-0.14,-3.64,100.4,104.0,-3.6,95.7,0.327,0.136,0.516,,0.468,15.6,28.1,0.245,,0.474,15.1,71.2,0.275,,Gund Arena,603702,14724,2000
24,25.0,Atlanta Hawks,27.6,28.0,54.0,26,56,-5.38,-0.04,-5.41,102.0,107.9,-5.9,91.7,0.292,0.12,0.503,,0.46,14.1,31.7,0.217,,0.481,11.3,71.0,0.196,,Philips Arena,600954,14657,2000
25,26.0,Vancouver Grizzlies,25.3,22.0,60.0,25,57,-5.62,0.52,-5.1,102.3,108.5,-6.2,91.0,0.32,0.139,0.524,,0.474,15.8,30.1,0.247,,0.502,14.1,70.6,0.231,,General Motors Place,569864,13899,2000
26,27.0,Golden State Warriors,26.9,19.0,63.0,20,62,-8.27,0.64,-7.63,99.8,108.4,-8.6,95.4,0.301,0.15,0.484,,0.444,13.9,32.6,0.21,,0.499,14.6,69.1,0.259,,The Arena in Oakland,509171,12419,2000
27,28.0,Chicago Bulls,26.0,17.0,65.0,15,67,-9.4,0.17,-9.23,94.2,104.6,-10.4,89.4,0.338,0.167,0.49,,0.443,18.0,29.9,0.24,,0.484,14.5,69.9,0.24,,United Center,907064,22124,2000
28,29.0,Los Angeles Clippers,24.2,15.0,67.0,13,69,-11.52,0.8,-10.73,97.8,110.1,-12.3,93.9,0.27,0.188,0.499,,0.458,14.9,26.1,0.202,,0.507,13.1,69.6,0.22,,STAPLES Center,559714,13652,2000
29,,League Average,27.8,,,41,41,0.0,0.0,0.0,104.1,104.1,,93.1,0.308,0.167,0.523,,0.478,14.2,28.9,0.231,,0.478,14.2,71.1,0.231,,,691469,16892,2000
0,1.0,San Antonio Spurs*,29.5,58.0,24.0,63,19,7.76,0.16,7.92,106.6,98.0,8.6,89.6,0.374,0.175,0.541,,0.496,13.6,27.1,0.267,,0.444,12.9,73.7,0.182,,Alamodome,913176,22273,2001
1,2.0,Sacramento Kings*,27.1,55.0,27.0,57,25,5.82,0.25,6.07,105.6,99.6,6.0,94.4,0.298,0.194,0.529,,0.484,13.4,27.2,0.23,,0.46,14.5,70.7,0.181,,ARCO Arena (II),709997,17317,2001
2,3.0,Utah Jazz*,32.0,53.0,29.0,55,27,4.7,0.31,5.0,107.6,102.4,5.2,89.8,0.363,0.135,0.546,,0.497,15.1,30.2,0.273,,0.473,15.6,73.2,0.301,,Delta Center,792196,19322,2001
3,4.0,Philadelphia 76ers*,28.2,56.0,26.0,54,28,4.28,-0.65,3.64,103.6,98.9,4.7,90.6,0.351,0.124,0.518,,0.468,14.7,31.2,0.262,,0.46,14.5,72.5,0.186,,First Union Center,805692,19651,2001
4,5.0,Portland Trail Blazers*,30.1,50.0,32.0,53,29,4.2,0.33,4.52,106.5,101.8,4.7,89.1,0.296,0.165,0.539,,0.497,14.8,30.0,0.225,,0.47,14.3,72.4,0.223,,Rose Garden Arena,831376,20277,2001
5,6.0,Dallas Mavericks*,26.6,53.0,29.0,53,29,4.28,0.32,4.61,107.1,102.6,4.5,93.2,0.291,0.202,0.544,,0.498,13.1,24.1,0.231,,0.467,14.2,70.7,0.244,,Reunion Arena,680238,16591,2001
6,7.0,Milwaukee Bucks*,28.2,52.0,30.0,52,30,3.88,-0.74,3.14,108.8,104.6,4.2,92.1,0.276,0.218,0.542,,0.499,12.8,28.1,0.217,,0.473,14.4,71.1,0.253,,Bradley Center,683125,16662,2001
7,8.0,Los Angeles Lakers*,29.2,56.0,26.0,51,31,3.38,0.37,3.74,108.4,104.8,3.6,91.7,0.349,0.191,0.535,,0.498,13.3,31.1,0.238,,0.468,12.2,72.5,0.234,,STAPLES Center,776336,18935,2001
8,9.0,New York Knicks*,29.8,48.0,34.0,50,32,2.63,-0.65,1.98,101.2,98.2,3.0,86.7,0.279,0.18,0.523,,0.476,14.6,24.2,0.222,,0.453,14.7,74.3,0.24,,Madison Square Garden (IV),810283,19763,2001
9,10.0,Miami Heat*,30.9,50.0,32.0,48,34,2.29,-0.57,1.73,101.1,98.5,2.6,87.1,0.299,0.221,0.515,,0.469,13.7,24.3,0.227,,0.46,15.3,72.7,0.214,,AmericanAirlines Arena,678186,16541,2001
10,11.0,Toronto Raptors*,29.9,47.0,35.0,48,34,2.26,-0.57,1.69,105.9,103.4,2.5,90.9,0.285,0.167,0.51,,0.468,12.1,30.8,0.213,,0.476,13.3,73.2,0.212,,Air Canada Centre,793256,19348,2001
11,12.0,Houston Rockets,26.7,45.0,37.0,48,34,2.29,0.42,2.71,106.7,104.2,2.5,90.4,0.321,0.217,0.538,,0.492,14.0,27.5,0.244,,0.475,12.6,71.9,0.206,,Compaq Center,518555,12648,2001
12,13.0,Charlotte Hornets*,28.2,46.0,36.0,48,34,2.1,-0.65,1.45,101.8,99.5,2.3,89.4,0.33,0.151,0.506,,0.457,13.7,29.8,0.246,,0.456,14.1,74.5,0.222,,Charlotte Coliseum,615424,15010,2001
13,14.0,Phoenix Suns*,28.6,51.0,31.0,48,34,2.21,0.42,2.63,100.3,98.0,2.3,93.1,0.292,0.156,0.506,,0.46,14.1,27.3,0.221,,0.46,16.3,73.7,0.252,,America West Arena,737586,17990,2001
14,15.0,Minnesota Timberwolves*,27.4,47.0,35.0,45,37,1.35,0.46,1.81,105.2,103.7,1.5,91.8,0.253,0.131,0.523,,0.482,13.0,28.6,0.199,,0.478,14.2,71.9,0.238,,Target Center,717371,17497,2001
15,16.0,Orlando Magic*,26.0,43.0,39.0,44,38,0.99,-0.6,0.39,103.2,102.1,1.1,93.2,0.301,0.196,0.513,,0.474,13.8,29.1,0.215,,0.464,15.6,69.8,0.29,,TD Waterhouse Centre,605031,14757,2001
16,17.0,Seattle SuperSonics,27.9,44.0,38.0,41,41,0.02,0.52,0.55,105.6,105.6,0.0,91.6,0.299,0.176,0.53,,0.491,14.3,29.1,0.219,,0.488,13.9,69.8,0.199,,KeyArena at Seattle Center,640847,15630,2001
17,18.0,Indiana Pacers*,27.7,41.0,41.0,40,42,-0.2,-0.57,-0.77,102.0,102.2,-0.2,89.4,0.312,0.18,0.519,,0.471,14.5,27.0,0.239,,0.452,12.8,71.4,0.235,,Conseco Fieldhouse,731800,17849,2001
18,19.0,Detroit Pistons,27.1,32.0,50.0,36,46,-1.7,-0.39,-2.08,100.0,101.8,-1.8,94.7,0.325,0.162,0.498,,0.453,14.2,29.3,0.234,,0.466,14.0,72.2,0.233,,The Palace of Auburn Hills,607323,14813,2001
19,20.0,Boston Celtics,25.9,36.0,46.0,35,47,-2.13,-0.26,-2.4,101.4,103.7,-2.3,92.6,0.338,0.252,0.521,,0.473,14.7,25.3,0.25,,0.493,16.0,72.7,0.256,,FleetCenter,629201,15346,2001
20,21.0,Denver Nuggets,27.9,40.0,42.0,34,48,-2.46,0.64,-1.83,103.7,106.3,-2.6,92.6,0.286,0.21,0.511,,0.47,12.8,28.3,0.211,,0.476,12.1,71.8,0.223,,Pepsi Center,619300,15105,2001
21,22.0,Los Angeles Clippers,24.3,31.0,51.0,32,50,-2.89,0.66,-2.23,101.3,104.5,-3.2,89.6,0.319,0.164,0.514,,0.476,14.9,28.3,0.221,,0.466,12.0,71.1,0.217,,STAPLES Center,601587,14673,2001
22,23.0,Cleveland Cavaliers,26.9,30.0,52.0,28,54,-4.24,-0.23,-4.48,100.3,104.9,-4.6,91.2,0.312,0.101,0.509,,0.459,15.4,29.7,0.239,,0.477,14.1,71.1,0.248,,Gund Arena,650775,15873,2001
23,24.0,New Jersey Nets,27.5,26.0,56.0,26,56,-5.05,-0.25,-5.3,100.0,105.5,-5.5,91.8,0.328,0.165,0.504,,0.452,13.9,25.7,0.249,,0.488,14.9,70.0,0.258,,Continental Airlines Arena,556573,13575,2001
24,25.0,Atlanta Hawks,26.1,25.0,57.0,26,56,-5.21,-0.34,-5.55,98.7,104.3,-5.6,91.9,0.272,0.14,0.5,,0.456,15.5,28.9,0.206,,0.472,13.8,70.8,0.249,,Philips Arena,560330,13667,2001
25,26.0,Vancouver Grizzlies,26.2,23.0,59.0,25,57,-5.73,0.79,-4.94,99.6,105.8,-6.2,91.7,0.289,0.145,0.51,,0.464,14.9,26.1,0.223,,0.491,13.8,69.8,0.194,,General Motors Place,563218,13737,2001
26,27.0,Washington Wizards,27.0,19.0,63.0,23,59,-6.67,-0.08,-6.75,100.6,107.8,-7.2,92.7,0.348,0.131,0.514,,0.46,15.7,29.7,0.264,,0.503,14.1,71.8,0.236,,MCI Center,638653,15577,2001
27,28.0,Golden State Warriors,26.6,17.0,65.0,17,65,-9.05,0.94,-8.11,97.8,107.4,-9.6,94.1,0.282,0.134,0.47,,0.429,13.9,33.3,0.199,,0.504,15.0,69.7,0.227,,The Arena in Oakland,591981,14439,2001
28,29.0,Chicago Bulls,23.2,15.0,67.0,16,66,-9.1,0.01,-9.09,97.2,107.3,-10.1,89.3,0.298,0.148,0.495,,0.45,15.1,26.6,0.22,,0.499,14.3,70.3,0.254,,United Center,888654,21674,2001
29,,League Average,27.8,,,41,41,0.0,0.0,0.0,103.0,103.0,,91.3,0.309,0.17,0.518,,0.473,14.1,28.2,0.231,,0.473,14.1,71.8,0.231,,,687864,16777,2001
0,1.0,Sacramento Kings*,27.0,61.0,21.0,61,21,7.61,0.0,7.61,109.0,101.1,7.9,95.6,0.308,0.166,0.539,,0.497,12.4,27.9,0.231,,0.467,13.6,71.7,0.185,,ARCO Arena (II),709997,17317,2002
1,2.0,Los Angeles Lakers*,27.9,58.0,24.0,60,22,7.12,0.03,7.15,109.4,101.7,7.7,92.1,0.313,0.21,0.534,,0.498,11.8,28.8,0.218,,0.453,13.0,72.0,0.233,,STAPLES Center,778777,18995,2002
2,3.0,San Antonio Spurs*,28.5,58.0,24.0,59,23,6.21,0.07,6.28,106.5,99.7,6.8,90.0,0.353,0.19,0.539,,0.492,13.8,27.2,0.262,,0.453,13.7,71.9,0.189,,Alamodome,906390,22107,2002
3,4.0,New Jersey Nets*,26.1,52.0,30.0,53,29,4.16,-0.49,3.67,104.0,99.5,4.5,91.8,0.28,0.175,0.515,,0.476,13.4,29.2,0.206,,0.459,14.9,71.6,0.213,,Continental Airlines Arena,564194,13761,2002
4,5.0,Dallas Mavericks*,27.6,57.0,25.0,53,29,4.26,0.16,4.41,112.2,107.7,4.5,92.8,0.288,0.237,0.553,,0.507,11.3,26.1,0.232,,0.485,12.9,70.7,0.239,,American Airlines Center,802783,19580,2002
5,6.0,Minnesota Timberwolves*,26.7,50.0,32.0,51,31,3.38,0.2,3.58,109.0,105.3,3.7,90.5,0.255,0.152,0.532,,0.49,12.5,31.3,0.203,,0.482,12.7,73.7,0.218,,Target Center,731673,17846,2002
6,7.0,Portland Trail Blazers*,29.0,49.0,33.0,50,32,2.99,0.22,3.21,107.4,104.0,3.4,89.3,0.285,0.198,0.528,,0.485,13.5,31.8,0.218,,0.489,14.2,73.3,0.202,,Rose Garden Arena,797821,19459,2002
7,8.0,Seattle SuperSonics*,26.9,45.0,37.0,50,32,3.02,0.22,3.24,108.9,105.6,3.3,89.0,0.25,0.193,0.54,,0.505,13.2,29.4,0.189,,0.485,14.5,68.1,0.206,,KeyArena at Seattle Center,633516,15452,2002
8,9.0,Boston Celtics*,26.2,49.0,33.0,48,34,2.21,-0.46,1.75,103.4,101.0,2.4,92.5,0.291,0.289,0.52,,0.476,12.8,24.1,0.223,,0.464,15.1,72.9,0.245,,FleetCenter,659751,16091,2002
9,10.0,Detroit Pistons*,29.5,50.0,32.0,48,34,2.13,-0.45,1.69,104.8,102.4,2.4,90.0,0.31,0.24,0.54,,0.497,14.3,24.4,0.235,,0.474,14.8,70.5,0.206,,The Palace of Auburn Hills,760807,18556,2002
10,11.0,Philadelphia 76ers*,29.0,43.0,39.0,46,36,1.6,-0.33,1.27,102.1,100.3,1.8,88.9,0.327,0.111,0.507,,0.452,14.6,31.7,0.255,,0.46,14.2,72.1,0.208,,First Union Center,842976,20560,2002
11,12.0,Orlando Magic*,28.0,44.0,38.0,46,36,1.57,-0.32,1.25,107.0,105.3,1.7,93.2,0.278,0.241,0.533,,0.493,12.6,26.3,0.21,,0.486,14.4,69.2,0.215,,TD Waterhouse Centre,621121,15149,2002
12,13.0,Utah Jazz*,29.9,44.0,38.0,44,38,0.89,0.32,1.21,105.6,104.6,1.0,90.3,0.381,0.132,0.529,,0.472,15.4,33.5,0.291,,0.484,15.9,71.7,0.286,,Delta Center,766108,18686,2002
13,14.0,Charlotte Hornets*,28.3,44.0,38.0,44,38,0.96,-0.4,0.57,104.3,103.3,1.0,89.7,0.32,0.151,0.513,,0.466,13.3,30.6,0.238,,0.465,13.3,72.2,0.226,,Charlotte Coliseum,462738,11286,2002
14,15.0,Indiana Pacers*,26.1,42.0,40.0,42,40,0.27,-0.34,-0.07,104.1,103.8,0.3,91.9,0.328,0.182,0.527,,0.477,14.2,27.0,0.253,,0.469,13.2,71.0,0.227,,Conseco Fieldhouse,686537,16745,2002
15,16.0,Milwaukee Bucks,28.9,41.0,41.0,40,42,-0.22,-0.4,-0.62,106.9,107.1,-0.2,90.2,0.269,0.241,0.544,,0.507,13.6,25.6,0.201,,0.477,12.0,70.9,0.217,,Bradley Center,745305,18178,2002
16,17.0,Los Angeles Clippers,24.4,39.0,43.0,40,42,-0.46,0.38,-0.09,105.5,106.0,-0.5,90.1,0.304,0.172,0.519,,0.476,13.8,31.3,0.225,,0.477,12.1,69.9,0.194,,STAPLES Center,740185,18053,2002
17,18.0,Toronto Raptors*,29.3,42.0,40.0,40,42,-0.44,-0.27,-0.71,102.6,103.1,-0.5,88.8,0.255,0.165,0.501,,0.463,13.6,31.4,0.189,,0.471,14.7,70.1,0.237,,Air Canada Centre,810160,19760,2002
18,19.0,Phoenix Suns,26.5,36.0,46.0,39,43,-0.68,0.39,-0.3,103.3,104.0,-0.7,91.4,0.235,0.158,0.51,,0.472,13.6,30.1,0.18,,0.476,14.4,70.2,0.227,,America West Arena,668939,16316,2002
19,20.0,Washington Wizards,27.5,37.0,45.0,37,45,-1.4,-0.17,-1.58,104.8,106.4,-1.6,88.3,0.28,0.118,0.508,,0.464,12.5,30.7,0.214,,0.484,13.0,71.4,0.214,,MCI Center,847634,20674,2002
20,21.0,Miami Heat,30.1,36.0,46.0,36,46,-1.54,-0.31,-1.84,98.5,100.2,-1.7,87.4,0.268,0.141,0.501,,0.463,14.6,26.6,0.194,,0.455,13.6,74.0,0.249,,AmericanAirlines Arena,655549,15989,2002
21,22.0,Cleveland Cavaliers,26.0,29.0,53.0,31,51,-3.33,-0.19,-3.52,104.6,108.2,-3.6,90.3,0.301,0.156,0.524,,0.477,13.8,28.9,0.232,,0.493,12.3,72.8,0.226,,Gund Arena,596115,14539,2002
22,23.0,New York Knicks,30.3,30.0,52.0,29,53,-3.99,-0.16,-4.15,101.5,105.9,-4.4,89.7,0.274,0.206,0.514,,0.468,14.0,25.6,0.216,,0.479,12.9,71.9,0.236,,Madison Square Garden (IV),810283,19763,2002
23,24.0,Atlanta Hawks,25.7,33.0,49.0,29,53,-4.23,-0.18,-4.41,101.8,106.4,-4.6,91.9,0.294,0.181,0.517,,0.471,14.6,27.5,0.225,,0.495,14.1,70.9,0.218,,Philips Arena,506110,12344,2002
24,25.0,Houston Rockets,25.9,28.0,54.0,27,55,-4.89,0.58,-4.31,103.1,108.6,-5.5,88.2,0.286,0.223,0.507,,0.465,13.4,29.0,0.211,,0.491,11.5,69.8,0.178,,Compaq Center,481227,11737,2002
25,26.0,Golden State Warriors,24.8,21.0,61.0,26,56,-5.4,0.61,-4.8,102.8,108.5,-5.7,94.5,0.335,0.142,0.499,,0.452,14.7,35.3,0.242,,0.488,12.9,69.4,0.232,,The Arena in Oakland,593182,14468,2002
26,27.0,Denver Nuggets,28.2,27.0,55.0,24,58,-5.82,0.63,-5.19,101.4,107.8,-6.4,90.4,0.256,0.187,0.495,,0.455,13.6,30.6,0.19,,0.492,13.6,69.9,0.245,,Pepsi Center,633846,15460,2002
27,28.0,Memphis Grizzlies,25.5,23.0,59.0,20,62,-7.44,0.7,-6.74,98.2,106.3,-8.1,91.1,0.288,0.168,0.501,,0.462,15.4,27.8,0.204,,0.486,13.7,68.0,0.197,,Pyramid Arena,591030,14415,2002
28,29.0,Chicago Bulls,25.5,21.0,61.0,18,64,-8.54,0.02,-8.52,98.2,107.6,-9.4,90.5,0.302,0.134,0.499,,0.456,14.6,26.6,0.218,,0.497,13.7,71.4,0.239,,United Center,776311,18934,2002
29,,League Average,27.4,,,41,41,0.0,0.0,0.0,104.5,104.5,,90.7,0.293,0.181,0.52,,0.477,13.6,28.9,0.221,,0.477,13.6,71.1,0.221,,,695899,16973,2002
0,1.0,Dallas Mavericks*,28.1,60.0,22.0,62,20,7.78,0.12,7.9,110.7,102.3,8.4,92.5,0.257,0.239,0.543,,0.498,10.9,25.4,0.213,,0.473,14.8,70.9,0.221,,American Airlines Center,816429,19913,2003
1,2.0,Sacramento Kings*,28.3,59.0,23.0,59,23,6.5,0.18,6.68,105.9,99.1,6.8,95.4,0.262,0.184,0.535,,0.499,13.3,25.6,0.196,,0.446,13.6,70.6,0.204,,ARCO Arena (II),709997,17317,2003
2,3.0,San Antonio Spurs*,28.4,60.0,22.0,57,25,5.41,0.23,5.65,105.6,99.7,5.9,90.0,0.348,0.202,0.541,,0.497,15.1,28.8,0.253,,0.453,14.2,71.3,0.199,,SBC Center,735970,17950,2003
3,4.0,New Jersey Nets*,27.3,49.0,33.0,56,26,5.22,-0.8,4.42,103.8,98.1,5.7,91.6,0.333,0.158,0.518,,0.468,13.8,28.7,0.252,,0.46,15.7,73.1,0.225,,Continental Airlines Arena,622574,15185,2003
4,5.0,Detroit Pistons*,29.0,50.0,32.0,52,30,3.68,-0.71,2.97,104.1,99.9,4.2,86.8,0.322,0.237,0.523,,0.473,13.3,25.9,0.248,,0.461,13.9,74.0,0.225,,The Palace of Auburn Hills,839278,20470,2003
5,6.0,Indiana Pacers*,25.9,48.0,34.0,51,31,3.49,-0.7,2.79,104.6,100.8,3.8,91.6,0.344,0.169,0.522,,0.469,13.7,29.0,0.263,,0.458,14.3,72.3,0.228,,Conseco Fieldhouse,670461,16353,2003
6,7.0,Portland Trail Blazers*,29.2,50.0,32.0,49,33,2.61,0.36,2.97,105.5,102.6,2.9,89.4,0.3,0.177,0.531,,0.489,14.5,30.2,0.223,,0.483,14.9,72.3,0.194,,Rose Garden Arena,796258,19421,2003
7,8.0,Utah Jazz*,30.9,47.0,35.0,48,34,2.39,0.37,2.76,105.5,102.8,2.7,89.3,0.38,0.104,0.537,,0.486,16.0,32.5,0.283,,0.468,15.2,70.2,0.256,,Delta Center,786034,19172,2003
8,9.0,Los Angeles Lakers*,28.1,50.0,32.0,48,34,2.33,0.38,2.71,107.2,104.7,2.5,92.5,0.311,0.199,0.528,,0.486,13.3,30.2,0.228,,0.477,13.4,72.7,0.241,,STAPLES Center,777888,18973,2003
9,10.0,Philadelphia 76ers*,28.3,48.0,34.0,48,34,2.3,-0.55,1.76,105.0,102.5,2.5,91.4,0.339,0.119,0.52,,0.466,13.7,30.3,0.263,,0.488,16.2,72.7,0.243,,First Union Center,807097,19685,2003
10,11.0,Minnesota Timberwolves*,28.2,51.0,31.0,47,35,2.07,0.39,2.46,106.1,103.8,2.3,91.9,0.268,0.118,0.528,,0.488,12.9,28.2,0.206,,0.472,12.7,72.9,0.203,,Target Center,643684,15700,2003
11,12.0,New Orleans Hornets*,29.1,47.0,35.0,47,35,2.11,-0.59,1.52,103.9,101.6,2.3,89.4,0.285,0.161,0.511,,0.465,13.9,31.7,0.219,,0.464,14.0,73.1,0.226,,New Orleans Arena,641683,15651,2003
12,13.0,Houston Rockets,25.9,43.0,39.0,46,36,1.48,0.42,1.89,104.3,102.6,1.7,88.8,0.316,0.196,0.522,,0.474,14.8,30.3,0.243,,0.462,12.6,72.4,0.209,,Compaq Center,565166,13785,2003
13,14.0,Phoenix Suns*,25.2,44.0,38.0,44,38,1.13,0.43,1.57,103.7,102.5,1.2,91.5,0.285,0.17,0.514,,0.473,13.7,29.7,0.211,,0.47,14.8,70.3,0.222,,America West Arena,666559,16258,2003
14,15.0,Orlando Magic*,26.9,42.0,40.0,41,41,0.13,-0.53,-0.39,105.2,105.0,0.2,93.1,0.307,0.235,0.526,,0.478,13.3,27.0,0.239,,0.486,15.1,71.1,0.25,,TD Waterhouse Centre,605901,14778,2003
15,16.0,Milwaukee Bucks*,29.3,42.0,40.0,42,40,0.23,-0.48,-0.24,108.8,108.6,0.2,90.4,0.287,0.229,0.543,,0.5,12.2,25.6,0.222,,0.494,13.5,69.9,0.237,,Bradley Center,665966,16243,2003
16,17.0,Seattle SuperSonics,26.9,40.0,42.0,41,41,-0.12,0.49,0.37,103.7,103.9,-0.2,88.0,0.27,0.196,0.512,,0.472,12.8,28.1,0.201,,0.484,14.3,71.8,0.21,,KeyArena at Seattle Center,637194,15541,2003
17,18.0,Boston Celtics*,26.9,44.0,38.0,40,42,-0.39,-0.36,-0.75,101.2,101.6,-0.4,90.9,0.306,0.331,0.514,,0.47,13.4,23.6,0.227,,0.471,15.1,72.5,0.242,,FleetCenter,709049,17294,2003
18,19.0,Washington Wizards,28.4,37.0,45.0,38,44,-1.01,-0.46,-1.47,103.0,104.1,-1.1,88.2,0.325,0.127,0.513,,0.46,13.0,27.3,0.253,,0.477,13.8,71.6,0.212,,MCI Center,827093,20173,2003
19,20.0,Golden State Warriors,24.4,38.0,44.0,38,44,-1.13,0.54,-0.6,108.3,109.5,-1.2,94.2,0.343,0.178,0.526,,0.472,13.9,35.0,0.267,,0.482,12.2,67.9,0.22,,The Arena in Oakland,634935,15486,2003
